username,userid,profile_location,created_at,text,retweet_count,source,coordinates
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 16:34:43,Severe Cerebral Sinus Thrombosis (blood clot) 4 Day After Pfizer Booster | 14.9-Times Increased Odds Of Kids Avoidi… https://t.co/v5cmzZrtZu,152,Twitter for iPhone,
Rory Dracovitch 🎃,1312060595513044993,"Boston, MA",2023-01-18 16:30:15,"@mortadellman @ExMaga2023 @IAPolls2022 I am not cus I’m low 20s, quite healthy, and already had covid. I encourage… https://t.co/MBePpKnDSL",0,Twitter for iPhone,
BostonSoldierOfGod💯,75139209,"Boston, MA",2023-01-18 16:28:49,Federal Reserve Chairman Jerome Powell tests positive for Covid @CNBC = the last #FED … US Congress takes over next… https://t.co/a56smwspAX,0,Twitter for iPad,
BirdieBree,1192138714727796736,"Boston, MA",2023-01-18 16:23:29,Feeling extremely better than almost a week ago. That was the WORST Covid I’ve caught! I don’t even know what to ma… https://t.co/z0hORD4k5c,0,Twitter for iPhone,
Rory Dracovitch 🎃,1312060595513044993,"Boston, MA",2023-01-18 16:21:50,"@mortadellman @ExMaga2023 @IAPolls2022 I don’t have time to fact check, will assume it’s accurate, his brand image… https://t.co/vNkivluT7v",0,Twitter for iPhone,
Harvard University,39585367,"Cambridge, MA",2023-01-18 16:21:01,Researchers have designed a mathematical model that can predict the course of vaccine-induced immunity against COVI… https://t.co/RPecdUlDRu,22,Sprout Social,
Tracy,383286715,"Boston, MA",2023-01-18 16:20:21,Jaylen Brown plays in the biotech capital of the world and he doesn’t like vaccines or believe Covid killed 1M+ Ame… https://t.co/fKfYBSUKEP,0,Twitter for iPhone,
Michael Rass,14287573,Boston,2023-01-18 16:20:01,"Gruppenführer #DeathSantis proposes permanently banning COVID vaccination &amp; masking requirements, as well as other… https://t.co/sLw1VsBg5L",1,Buffer,
Dugg Nickel,778419523,"Boston, MA",2023-01-18 16:19:07,@MrSparex If they were over counted than why did all the other main causes of death increase or remain the same and… https://t.co/TbLw2fTVL8,0,Twitter for iPhone,
Cambridge Public Health Dept 😷🩹,3341544519,"Cambridge, MA",2023-01-18 16:13:04,"Need test kits? We have FREE COVID-19 rapid antigen at-home test kits!

You can pick them up in our lobby during we… https://t.co/HhoBbBO8im",3,Twitter Web App,
COVID Monitor,1231916294578065408,"Boston, MA",2023-01-18 16:10:32,‘People aren’t taking this seriously’: experts say US Covid surge is big risk https://t.co/fvwoQMU3Ie,0,dlvr.it,
Dugg Nickel,778419523,"Boston, MA",2023-01-18 16:10:24,@MrSparex Yeah. This is pretty good evidence that Covid deaths were under reported,0,Twitter for iPhone,
WCVB-TV Boston,21419504,"Boston, MA",2023-01-18 16:07:05,"Federal Reserve Chair Jerome Powell tests positive for COVID-19, has 'mild' symptoms https://t.co/VZPHLoUk3v",0,SocialNewsDesk,
Rory Dracovitch 🎃,1312060595513044993,"Boston, MA",2023-01-18 16:04:59,@TodayInTheNews3 @ExMaga2023 @monitor_bias @IAPolls2022 Whether you’re pro or anti it’s still factual that the R pa… https://t.co/Rms86FbJD5,0,Twitter for iPhone,
Jodel P. Deauna,342453276,"Boston, MA",2023-01-18 16:04:47,"MORE PRAYER REQUESTS! ""NOT"" FEELING WELL! MY PRAYERS! CONSULT w/ HCP! #EPIDEMIOLOGIST? I AM! #COVID QUESTIONS? ASK… https://t.co/NDpx7YZ3Su",0,Twitter Web App,
Famed,1596753624289480706,"Cambridge, MA",2023-01-18 15:55:21,Fed Chairman testing positive for Covid is bad for #bitcoin in the immediate run,0,Twitter Web App,
Bob Petrelli,136127299,"Boston, MA",2023-01-18 15:51:31,@chevonster @ThatEcoGamer @crb0712 @coo_coup_coupe @cenkuygur I said over AND under counting was bad so yes I have… https://t.co/U9maHhbbX3,0,Twitter for iPhone,
Chris Klein,208646021,"Boston, MA",2023-01-18 15:48:35,@danieljmardorf I hope it’s transitory and he doesn’t get long Covid https://t.co/uyukQYQbeC,0,Twitter for iPhone,
Vin Sidious,44812635,"Boston, MA",2023-01-18 15:48:13,"@alexandrosM I don’t understand how / why any college is still mandating the COVID vaccines, knowing what everybody knows now.",0,Twitter for iPhone,
Sofa King Pissed,2528163456,Boston,2023-01-18 15:45:22,"@TimRunsHisMouth we will never know, since all the tests and data was deliberately skewed.
.
We can look upon this… https://t.co/YPmZ1ncQEU",0,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 15:44:37,Those of you saying COVID vaccine injuries are rare are on the wrong side of history.,656,Twitter for iPhone,
Tufts Medical Center,107502030,"Boston, MA",2023-01-18 15:41:19,"Dr. Helen Boucher, #TuftsMedicine's Chief Academic Officer and Dean of @TuftsMedSchool, joined @WCVB to discuss the… https://t.co/SICe4UJpRV",2,Hootsuite Inc.,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 15:39:46,"🚨URGENT FROM NEW ZEALAND 🇳🇿 — “I wouldn’t want a family member being treated by an unvaccinated nurse, for god sake… https://t.co/O4daPNd19y",333,Twitter for iPhone,
Adam Gaffin,12705772,"Boston, MA",2023-01-18 15:36:12,"With area Covid-19 rate dropping, UMass Boston ends indoor masking requirement https://t.co/kHxSJQxOga",0,TweetDeck,
Sold At The Top,54396661,Boston,2023-01-18 15:34:58,#Powell has #Covid. Hopefully he uses this time to consider his possible legacy if he were to simply return our monatary system to normalcy.,0,Twitter for Android,
Boston Public Health,29199444,Boston,2023-01-18 15:34:00,"Boston is at high risk for COVID-19. Protect yourself and others by getting vaccinated, boosted, and tested. We hav… https://t.co/7NpJBNodVJ",17,Twitter Web App,
Emily Maher,2180766235,"Boston, MA",2023-01-18 15:32:01,"#AnaWalshe Update:

Pros says 10 bags with blood-stained items that Brian Walshe put in dumpsters on North Shore we… https://t.co/CRSxVDTOZn",14,Twitter for iPhone,
Sanjeev Jain,16176299,"Cambridge, MA",2023-01-18 15:30:00,@vijaygajera someone need to make an open spreadsheet if people dying from heart failure had 1) Covid 2) Vaccines 3… https://t.co/mjJFZrwl9C,0,Twitter Web App,
"Malik W. Dixon, M.S.",71273059,Belmont MA,2023-01-18 15:23:11,"@designcoursecom Here is the thing...First of all, the federal government doesn't create money; that's one of the j… https://t.co/BYeRx8xJlf",0,Twitter Web App,
Bob Petrelli,136127299,"Boston, MA",2023-01-18 15:18:26,@chevonster @ThatEcoGamer @crb0712 @coo_coup_coupe @cenkuygur COVID deaths were over-counted in the US. It’s not a… https://t.co/UUqkoS1b2T,0,Twitter for iPhone,
Phil R.,6477252,"Boston, MA",2023-01-18 15:14:03,"@MassRMV This is especially true if the appointment queue shows no time slots available, or the earliest opening is… https://t.co/K0PzRYp7mO",0,Twitter for Android,
John Sanbonmatsu,702908419657883648,"Boston, MA",2023-01-18 15:11:39,"Though I think the author understates the role that stupidity, denialism, bureaucracy, nationalism, and technocrati… https://t.co/953XoyPMr0",0,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 15:06:59,"""A 700,000 person study from Israel
showed that the double vaccinated
were 27 times more likely to get
reinfected w… https://t.co/IyoEV486Dp",1801,Twitter for iPhone,
Not for nuthin…but…,1316879136107933696,"Boston, Massachusetts, USA",2023-01-18 15:05:22,"@NinjaCat3rdDan @JakeSherman Sweetheart, you’re not gonna catch Covid on Twitter. You can takeoff the mask unless you are wicked ugly.",0,Twitter for iPhone,
Cambridge Public Health Dept 😷🩹,3341544519,"Cambridge, MA",2023-01-18 15:02:56,"If you are COVID-19 positive and have any symptoms,
talk to your doctor right away or use Massachusetts' quick and… https://t.co/EFprTTzXGr",0,Twitter Web App,
Norwood Health Dept,322057290,"Norwood, MA",2023-01-18 15:02:55,"Norwood residents:
Feel free to come pick up free Covid-19 tests at the town hall, Health Department on the ground… https://t.co/fkumnf6r56",0,Agorapulse app,
Mass. Public Health,23711785,"Boston, MA",2023-01-18 15:02:17,Family-friendly COVID-19 vaccination clinics are taking place in cities and towns across MA – and due to popular de… https://t.co/6kn8CUamvk,2,Hootsuite Inc.,
BHCC Boston,1668703620,"Boston, MA",2023-01-18 15:01:57,There’s still time to register for Spring 2023! Learn more about registration at https://t.co/bj4BLgIePS. Students… https://t.co/0c6OlHcpbA,0,Hootsuite Inc.,
Pioneer Institute,63162660,Boston,2023-01-18 15:01:23,"As of the Jan. 5 DPH report, hospitalization rates for COVID have doubled since Dec. 1, for all age groups. If you’… https://t.co/xTQhPtWaiY",0,Hootsuite Inc.,
Michael Foye,23880878,Boston Ma.,2023-01-18 14:54:51,"-they found dna, bloody rugs, a Prada bag belonging to Ana, a hacksaw and her COVID 19 Vax card in the transfer sta… https://t.co/3ZeECWMRNP",3,Twitter for iPhone,
Juliana Mazza,873252208309129217,"Boston, MA",2023-01-18 14:54:30,Brian Walshe has officially been charged with murdering his wife Ana. Prosecutors say 10 trash bags were recovered… https://t.co/s6UTdVun0u,54,Twitter for iPhone,
Bob Ward Boston 25,19892681,"Boston, MA ",2023-01-18 14:51:57,Brian Walshe looking subdued in Quincy District Court as Prosecutor outlines incredible detail in Murder case again… https://t.co/O0MB8JHBB9,8,Twitter for iPhone,
Jen,1535135187637526528,"Boston, MA",2023-01-18 14:51:40,"@galwayboy123 Yeah it’s crazy, he just had his arraignment and the details that they shared are just wrong. Some of… https://t.co/Plr3UizOeu",0,Twitter for iPhone,
Michelle Williams,913045947076239360,"Boston, MA",2023-01-18 14:50:09,Grateful to join this group of leaders to discuss the current state of the COVID-19 pandemic and how we can work to… https://t.co/Hjid2hefbf,0,Twitter Web App,
The Community Roundtable,30864653,"Boston, MA",2023-01-18 14:46:19,Learn how The Conference Board's shift in strategy during COVID led to long-term community growth: https://t.co/NDRZEB31Uc,0,TweetDeck,
Alexandra Leslie,29189769,"Rhode Island, USA",2023-01-18 14:45:07,The state believes Brian Walshe dismembered Ana Walshe and discarded her body in Swampscott. Among some of the item… https://t.co/AYDvsGv5ua,5,Twitter for iPhone,
John Garrett @guynoir/telegram/gettr,94688863,"Boston, MA",2023-01-18 14:42:52,"@EWoodhouse7 @elonmusk And Massachusetts. We have the receipts

https://t.co/EaPCiNnOEO",0,Twitter for Android,
Jonny,2290241316,Fenway,2023-01-18 14:37:24,@TrashTweetsOnIy I mean probably but it’s just been weird shit with him like getting hit on the hand or covid or a… https://t.co/FmjfpgBHEp,0,Twitter for iPhone,
crimeandchaos,1612764709152768000,"Boston, MA",2023-01-18 14:31:03,"10 trash bags contained towels, rags, gloves, cleaning agents, Carter purse, Covid vaccine card for Ana, clothes sh… https://t.co/9YdZoKuKzH",4,Twitter for iPhone,
Julianne Lima,193533004,,2023-01-18 14:30:29,Prosecutors say investigators searched dumpster from Brian Walshe’s mother’s Swampscott apartment complex. Found 10… https://t.co/thoagey0RG,4,Twitter for iPhone,
Kendalle Burlin O'Connell,1356259416048283649,Boston,2023-01-18 14:29:57,Great to see this story from @stephmsolis in @Axios this AM about @DMClinical upping their Boston-area diversity in… https://t.co/2fzTeocgdQ,0,Twitter Web App,
Isaiah Bollinger,280345367,"Boston, Ma",2023-01-18 14:29:47,Office space is being disrupted and we haven't seen the full fallout from leases ending that won't be renewed due t… https://t.co/BCnWkKOY61,0,Twitter Web App,
KarynRegal,54331696,Boston,2023-01-18 14:29:17,"ADA says dumpsters from Swampscott were secured at Peabody transfer station.  Allegedly in them:  blood, towels, A… https://t.co/y4GqGNDpGZ",0,Twitter Web App,
Sierra Gillespie,833457219823878144,"Boston, Massachusetts ",2023-01-18 14:28:59,Prosecutors say investigators recovered 10 trash bags with stains consistent with blood. Among those items recovere… https://t.co/UocpiD3oGl,6,Twitter for iPhone,
Giora Morein,36566901,"Boston, MA",2023-01-18 14:27:08,"Discover how agile methodology can re-engage disengaged employees in the wake of COVID-19. 

Check out my article o… https://t.co/6i3737hepp",0,HubSpot,
Massachusetts Medical Society (MMS),36052870,"Waltham, Massachusetts",2023-01-18 14:23:49,"“It’s worth it to protect yourself in pregnancy.""  Pregnant women and their developing babies are at higher risk fo… https://t.co/lCDQ4zZ3P5",0,Hootsuite Inc.,
Jeff Sullivan,432232977,"Boston, MA ",2023-01-18 14:17:28,"@charliebilello Not too sure if you'll know this, but have they paid back their gov't bailout during Covid? If so, was there interest?",0,Twitter Web App,
Tracy,383286715,"Boston, MA",2023-01-18 14:08:57,Jaylen Brown liking a tweet from RFK JR agreeing that the US overcounted Covid deaths is not cool. Fine if he doesn… https://t.co/Ya2VTsVnWC,0,Twitter for iPhone,
leeann((( simons))),3328732488,"Newton, MA",2023-01-18 14:08:12,"@davramdavram @HC_Richardson If you think Covid 19 is the 19th variant, you don’t know anything about Covid",0,Twitter for iPhone,
Mass. Public Health,23711785,"Boston, MA",2023-01-18 14:03:55,Need a copy of your COVID-19 vaccination record? MA residents can use My Vax Records to get a digital vaccine card… https://t.co/BKeA8tXtPm,4,Hootsuite Inc.,
Mathieu Abramowicz,1543753560718032898,"Boston, MA",2023-01-18 13:59:47,@PopBytes @FijiAirways Some airlines are requiring health and travel insurance in case people get stuck in another country due to Covid.,0,Twitter for iPhone,
Mass. Department of Transitional Assistance (DTA),1252524000,"Boston, MA",2023-01-18 13:59:03,"@WildWindyBee Thank you for contacting DTA. You will get the extra SNAP in February and March. Starting in April, y… https://t.co/0JIuFIIL2J",0,Twitter Web App,
Mass. Department of Transitional Assistance (DTA),1252524000,"Boston, MA",2023-01-18 13:57:32,"@VIP3R187 Yes, due to recent federal action the last extra COVID SNAP payment will be on March 2, 2023. You can tel… https://t.co/IQ2gIp0sCw",0,Twitter Web App,
J.Whittingham,18117090,"Massachusetts, USA",2023-01-18 13:53:51,"@wood_pwood1222 @mayhue96 @IanJaeger29 Covid also is proven to harm so many people: death, lung liquefaction, loss… https://t.co/P54egqnTZ8",0,Twitter for iPhone,
the lestat configuration,16352751,Boston,2023-01-18 13:42:33,"maybe it's the wretched temperature swings

maybe it's COVID!

(test results pending) https://t.co/b8mdW254bB",0,Twitter for Android,
Borman & Company,172517454,"Boston, MA",2023-01-18 13:39:54,University spinout tackles problem of keeping vaccines viable https://t.co/IfCi7jKFOj @UniofBath #techtransfer,0,Twitter Web App,
Edward Coyle,1491252584224632834,"Boston, MA",2023-01-18 13:39:29,@catturd2 Covid. Is. A. Cult.,0,Twitter for Android,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 13:19:35,What was the main reason you decided against getting a COVID vaccine?,531,Twitter for iPhone,
Stanley Nasraway,1562454883759886338,Boston,2023-01-18 13:17:18,"@MichaelPSenger As a bedside ICU physician running Covid ICUs, my view is that there was very little ""overcounting""… https://t.co/VHlFfciuvV",0,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-18 13:12:13,🚨BREAKING — 21-year-old Army National Guard Karolina Stancik suffered two heart attacks after getting the Covid vac… https://t.co/iPuW5KFG3q,835,Twitter for iPhone,
Bran Gilchrist,813477078398074880,"Canton, Massachusetts",2023-01-18 13:10:29,"Rise of the Fourth Reich: Confronting COVID Fascism with a New Nuremberg Trial, So This Never Happens Again, by Ste… https://t.co/gO1YjJ3XgC",0,Twitter Web App,
marianna silva,1029113454274199552,"Newton, MA",2023-01-18 13:08:43,@CollinRugg Let them die with Covid he doesn’t care. And Covid still killing I’m a RN and is increasing the death of,0,Twitter for iPhone,
@ProgressiveBoom@mastodon.sdf.org,3881514807,"Weymouth, MA",2023-01-18 12:57:56,"transportation hubs.”

#COVID #BringBackMasks

https://t.co/SizBMua4GL
https://t.co/FIphrBVO52 (2/2)",0,Moa Bridge,
Kevin McKernan,33177553,"Marblehead, MA",2023-01-18 12:54:29,"The best data out there is death records linked to VAERs reports.
It shows all the fraud.
The data obstructionists… https://t.co/9ZEnRQDk4J",24,Twitter for iPhone,
🌻 Laura Fitton (she/her) 🌻,3533231,"Boston, MA",2023-01-18 12:42:01,“live” isn’t really the right word for what we are all learning to do with covid,0,Twitter for iPhone,
Stephen Soldz; P*st: ssoldz; Mstdn in Bio,2838696137,"Boston, MA",2023-01-18 12:37:07,"In study of COVID risk for pregnant people, significantly increased risks are found. https://t.co/M6YLoRx4TE",0,Twitter for Android,
I Ain’t Goin’ Down Like Trotsky,1314686668524466178,"Cambridge, MA",2023-01-18 12:35:46,"@johnnielee1953 @BrandonLBradfor 1 Re-read the original post
2 Disagreeing with conclusions that some scientists/in… https://t.co/QD0svZaLjY",0,Twitter for iPhone,
WBUR,2996801,Boston,2023-01-18 12:28:42,"With all the illness spreading, it's virus soup out there these days. Some people feel so sick they're wondering if… https://t.co/mpJvWLvPNg",0,SocialFlow,
